,Material,E_form,A1_rad,A2_rad,X_rad,Abar_rad,dA_rad,Abar-X_rad,dAXbar_rad,ddAX_rad,A1_dipole,A2_dipole,X_dipole,Abar_dipole,dA_dipole,Abar-X_dipole,dAXbar_dipole,ddAX_dipole,A1_nvalence,A2_nvalence,X_nvalence,Abar_nvalence,dA_nvalence,Abar-X_nvalence,dAXbar_nvalence,ddAX_nvalence,A1_nup,A2_nup,X_nup,Abar_nup,dA_nup,Abar-X_nup,dAXbar_nup,ddAX_nup,A1_num_d,A2_num_d,X_num_d,Abar_num_d,dA_num_d,Abar-X_num_d,dAXbar_num_d,ddAX_num_d,A1_volume,A2_volume,X_volume,Abar_volume,dA_volume,Abar-X_volume,dAXbar_volume,ddAX_volume,A1_ion_energy,A2_ion_energy,X_ion_energy,Abar_ion_energy,dA_ion_energy,Abar-X_ion_energy,dAXbar_ion_energy,ddAX_ion_energy,A1_electron_affinity,A2_electron_affinity,X_electron_affinity,Abar_electron_affinity,dA_electron_affinity,Abar-X_electron_affinity,dAXbar_electron_affinity,ddAX_electron_affinity,A1_electronegativity,A2_electronegativity,X_electronegativity,Abar_electronegativity,dA_electronegativity,Abar-X_electronegativity,dAXbar_electronegativity,ddAX_electronegativity,A1_SOCC,A2_SOCC,Abar_SOCC,dA_SOCC
0,1T-Co1Au1Se4,-0.76325661,111,124,116,117.5,13,1.5,6.5,3,55,36,28.9,45.5,19,16.6,16.6,19,9,11,6,10,2,4,4,2,5,3,2,4,2,2,2,2,5,27,10,16,22,6,11,12,6.7,10.2,16.5,8.45,3.5,8.05,8.05,3.5,7.88101,9.225553,9.752392,8.5532815,1.344543,1.1991105,1.1991105,1.344543,0.66225646,2.30863,2.02067,1.48544323,1.64637354,0.53522677,0.82318677,1.07045354,0.66225646,2.30863,2.02067,1.48544323,1.64637354,0.53522677,0.82318677,1.07045354,94,5583,2838.5,-5489
1,1T-Co1Au1Te4,-0.9491346,111,124,136,117.5,13,18.5,18.5,13,55,36,38,45.5,19,7.5,9.5,15,9,11,6,10,2,4,4,2,5,3,2,4,2,2,2,2,5,27,20,16,22,4,11,8,6.7,10.2,20.5,8.45,3.5,12.05,12.05,3.5,7.88101,9.225553,9.00966,8.5532815,1.344543,0.4563785,0.6722715,0.912757,0.66225646,2.30863,1.970876,1.48544323,1.64637354,0.48543277,0.82318677,0.97086554,0.66225646,2.30863,1.970876,1.48544323,1.64637354,0.48543277,0.82318677,0.97086554,94,5583,2838.5,-5489
2,1T-Co1Cu1S4,0.40948986,111,112,103,111.5,1,8.5,8.5,1,55,46.5,19.4,50.75,8.5,31.35,31.35,8.5,9,11,6,10,2,4,4,2,5,3,2,4,2,2,2,2,5,7,0,6,2,6,6,2,6.7,7.1,15.5,6.9,0.4,8.6,8.6,0.4,7.88101,7.72638,10.36001,7.803695,0.15463,2.556315,2.556315,0.15463,0.66225646,1.235,2.07710403,0.94862823,0.57274354,1.1284758,1.1284758,0.57274354,0.66225646,1.235,2.07710403,0.94862823,0.57274354,1.1284758,1.1284758,0.57274354,94,952,523,-858
3,1T-Co1Cu1Se4,-0.14574511,111,112,116,111.5,1,4.5,4.5,1,55,46.5,28.9,50.75,8.5,21.85,21.85,8.5,9,11,6,10,2,4,4,2,5,3,2,4,2,2,2,2,5,7,10,6,2,4,4,2,6.7,7.1,16.5,6.9,0.4,9.6,9.6,0.4,7.88101,7.72638,9.752392,7.803695,0.15463,1.948697,1.948697,0.15463,0.66225646,1.235,2.02067,0.94862823,0.57274354,1.07204177,1.07204177,0.57274354,0.66225646,1.235,2.02067,0.94862823,0.57274354,1.07204177,1.07204177,0.57274354,94,952,523,-858
4,1T-Co1Hg1S4,0.7442804,111,133,103,122,22,19,19,22,55,33.91,19.4,44.455,21.09,25.055,25.055,21.09,9,12,6,10.5,3,4.5,4.5,3,5,2,2,3.5,3,1.5,1.5,3,5,28,0,16.5,23,16.5,16.5,23,6.7,14.8,15.5,10.75,8.1,4.75,4.75,8.1,7.88101,10.437504,10.36001,9.159257,2.556494,1.200753,1.278247,2.401506,0.66225646,0,2.07710403,0.33112823,0.66225646,1.7459758,1.7459758,0.66225646,0.66225646,0,2.07710403,0.33112823,0.66225646,1.7459758,1.7459758,0.66225646,94,6400,3247,-6306
5,1T-Co1Hg1Se4,-0.21143426,111,133,116,122,22,6,11,12,55,33.91,28.9,44.455,21.09,15.555,15.555,21.09,9,12,6,10.5,3,4.5,4.5,3,5,2,2,3.5,3,1.5,1.5,3,5,28,10,16.5,23,6.5,11.5,13,6.7,14.8,16.5,10.75,8.1,5.75,5.75,8.1,7.88101,10.437504,9.752392,9.159257,2.556494,0.593135,1.278247,1.18627,0.66225646,0,2.02067,0.33112823,0.66225646,1.68954177,1.68954177,0.66225646,0.66225646,0,2.02067,0.33112823,0.66225646,1.68954177,1.68954177,0.66225646,94,6400,3247,-6306
6,1T-Co1Hg1Te4,-0.4303872,111,133,136,122,22,14,14,22,55,33.91,38,44.455,21.09,6.455,10.545,12.91,9,12,6,10.5,3,4.5,4.5,3,5,2,2,3.5,3,1.5,1.5,3,5,28,20,16.5,23,3.5,11.5,7,6.7,14.8,20.5,10.75,8.1,9.75,9.75,8.1,7.88101,10.437504,9.00966,9.159257,2.556494,0.149597,1.278247,0.299194,0.66225646,0,1.970876,0.33112823,0.66225646,1.63974777,1.63974777,0.66225646,0.66225646,0,1.970876,0.33112823,0.66225646,1.63974777,1.63974777,0.66225646,94,6400,3247,-6306
7,1T-Co1Mo1S4,-2.72027943,111,138,103,124.5,27,21.5,21.5,27,55,87,19.4,71,32,51.6,51.6,32,9,6,6,7.5,3,1.5,1.5,3,5,2,2,3.5,3,1.5,1.5,3,5,12,0,8.5,7,8.5,8.5,7,6.7,9.4,15.5,8.05,2.7,7.45,7.45,2.7,7.88101,7.09243,10.36001,7.48672,0.78858,2.87329,2.87329,0.78858,0.66225646,0.748,2.07710403,0.70512823,0.08574354,1.3719758,1.3719758,0.08574354,0.66225646,0.748,2.07710403,0.70512823,0.08574354,1.3719758,1.3719758,0.08574354,94,901,497.5,-807
8,1T-Co1Ni1S4,-0.89299889,111,110,103,110.5,1,7.5,7.5,1,55,49,19.4,52,6,32.6,32.6,6,9,10,6,9.5,1,3.5,3.5,1,5,4,2,4.5,1,2.5,2.5,1,5,6,0,5.5,1,5.5,5.5,1,6.7,6.6,15.5,6.65,0.1,8.85,8.85,0.1,7.88101,7.639877,10.36001,7.7604435,0.241133,2.5995665,2.5995665,0.241133,0.66225646,1.156,2.07710403,0.90912823,0.49374354,1.1679758,1.1679758,0.49374354,0.66225646,1.156,2.07710403,0.90912823,0.49374354,1.1679758,1.1679758,0.49374354,94,736,415,-642
9,1T-Co1Ni1Te4,-0.99871776,111,110,136,110.5,1,25.5,25.5,1,55,49,38,52,6,14,14,6,9,10,6,9.5,1,3.5,3.5,1,5,4,2,4.5,1,2.5,2.5,1,5,6,20,5.5,1,14.5,14.5,1,6.7,6.6,20.5,6.65,0.1,13.85,13.85,0.1,7.88101,7.639877,9.00966,7.7604435,0.241133,1.2492165,1.2492165,0.241133,0.66225646,1.156,1.970876,0.90912823,0.49374354,1.06174777,1.06174777,0.49374354,0.66225646,1.156,1.970876,0.90912823,0.49374354,1.06174777,1.06174777,0.49374354,94,736,415,-642
10,1T-Co1Os1S4,-1.43680216,111,129,103,120,18,17,17,18,55,57,19.4,56,2,36.6,36.6,2,9,8,6,8.5,1,2.5,2.5,1,5,4,2,4.5,1,2.5,2.5,1,5,24,0,14.5,19,14.5,14.5,19,6.7,8.43,15.5,7.565,1.73,7.935,7.935,1.73,7.88101,8.43823,10.36001,8.15962,0.55722,2.20039,2.20039,0.55722,0.66225646,1.1,2.07710403,0.88112823,0.43774354,1.1959758,1.1959758,0.43774354,0.66225646,1.1,2.07710403,0.88112823,0.43774354,1.1959758,1.1959758,0.43774354,94,6718,3406,-6624
11,1T-Co1Os1Se4,-1.20892386,111,129,116,120,18,4,9,8,55,57,28.9,56,2,27.1,27.1,2,9,8,6,8.5,1,2.5,2.5,1,5,4,2,4.5,1,2.5,2.5,1,5,24,10,14.5,19,4.5,9.5,9,6.7,8.43,16.5,7.565,1.73,8.935,8.935,1.73,7.88101,8.43823,9.752392,8.15962,0.55722,1.592772,1.592772,0.55722,0.66225646,1.1,2.02067,0.88112823,0.43774354,1.13954177,1.13954177,0.43774354,0.66225646,1.1,2.02067,0.88112823,0.43774354,1.13954177,1.13954177,0.43774354,94,6718,3406,-6624
12,1T-Co1Os1Te4,-0.67505401,111,129,136,120,18,16,16,18,55,57,38,56,2,18,18,2,9,8,6,8.5,1,2.5,2.5,1,5,4,2,4.5,1,2.5,2.5,1,5,24,20,14.5,19,5.5,9.5,11,6.7,8.43,20.5,7.565,1.73,12.935,12.935,1.73,7.88101,8.43823,9.00966,8.15962,0.55722,0.85004,0.85004,0.55722,0.66225646,1.1,1.970876,0.88112823,0.43774354,1.08974777,1.08974777,0.43774354,0.66225646,1.1,1.970876,0.88112823,0.43774354,1.08974777,1.08974777,0.43774354,94,6718,3406,-6624
13,1T-Co1Pd1S4,-0.99933031,111,120,103,115.5,9,12.5,12.5,9,55,26.14,19.4,40.57,28.86,21.17,21.17,28.86,9,12,6,10.5,3,4.5,4.5,3,5,4,2,4.5,1,2.5,2.5,1,5,16,0,10.5,11,10.5,10.5,11,6.7,8.9,15.5,7.8,2.2,7.7,7.7,2.2,7.88101,8.33686,10.36001,8.108935,0.45585,2.251075,2.251075,0.45585,0.66225646,0.562,2.07710403,0.61212823,0.10025646,1.4649758,1.4649758,0.10025646,0.66225646,0.562,2.07710403,0.61212823,0.10025646,1.4649758,1.4649758,0.10025646,94,1548,821,-1454
14,1T-Co1Pd1Se4,-1.48059885,111,120,116,115.5,9,0.5,4.5,1,55,26.14,28.9,40.57,28.86,11.67,14.43,23.34,9,12,6,10.5,3,4.5,4.5,3,5,4,2,4.5,1,2.5,2.5,1,5,16,10,10.5,11,0.5,5.5,1,6.7,8.9,16.5,7.8,2.2,8.7,8.7,2.2,7.88101,8.33686,9.752392,8.108935,0.45585,1.643457,1.643457,0.45585,0.66225646,0.562,2.02067,0.61212823,0.10025646,1.40854177,1.40854177,0.10025646,0.66225646,0.562,2.02067,0.61212823,0.10025646,1.40854177,1.40854177,0.10025646,94,1548,821,-1454
15,1T-Co1Pd1Te4,-1.61245781,111,120,136,115.5,9,20.5,20.5,9,55,26.14,38,40.57,28.86,2.57,14.43,5.14,9,12,6,10.5,3,4.5,4.5,3,5,4,2,4.5,1,2.5,2.5,1,5,16,20,10.5,11,9.5,9.5,11,6.7,8.9,20.5,7.8,2.2,12.7,12.7,2.2,7.88101,8.33686,9.00966,8.108935,0.45585,0.900725,0.900725,0.45585,0.66225646,0.562,1.970876,0.61212823,0.10025646,1.35874777,1.35874777,0.10025646,0.66225646,0.562,1.970876,0.61212823,0.10025646,1.35874777,1.35874777,0.10025646,94,1548,821,-1454
16,1T-Co1Re1S4,-1.91656626,111,131,103,121,20,18,18,20,55,62,19.4,58.5,7,39.1,39.1,7,9,7,6,8,2,2,2,2,5,3,2,4,2,2,2,2,5,23,0,14,18,14,14,18,6.7,8.85,15.5,7.775,2.15,7.725,7.725,2.15,7.88101,7.83352,10.36001,7.857265,0.04749,2.502745,2.502745,0.04749,0.66225646,0.15,2.07710403,0.40612823,0.51225646,1.6709758,1.6709758,0.51225646,0.66225646,0.15,2.07710403,0.40612823,0.51225646,1.6709758,1.6709758,0.51225646,94,3634,1864,-3540
17,1T-Co1Re1Se4,-1.46762628,111,131,116,121,20,5,10,10,55,62,28.9,58.5,7,29.6,29.6,7,9,7,6,8,2,2,2,2,5,3,2,4,2,2,2,2,5,23,10,14,18,4,9,8,6.7,8.85,16.5,7.775,2.15,8.725,8.725,2.15,7.88101,7.83352,9.752392,7.857265,0.04749,1.895127,1.895127,0.04749,0.66225646,0.15,2.02067,0.40612823,0.51225646,1.61454177,1.61454177,0.51225646,0.66225646,0.15,2.02067,0.40612823,0.51225646,1.61454177,1.61454177,0.51225646,94,3634,1864,-3540
18,1T-Co1Re1Te4,-0.48660925,111,131,136,121,20,15,15,20,55,62,38,58.5,7,20.5,20.5,7,9,7,6,8,2,2,2,2,5,3,2,4,2,2,2,2,5,23,20,14,18,6,9,12,6.7,8.85,20.5,7.775,2.15,12.725,12.725,2.15,7.88101,7.83352,9.00966,7.857265,0.04749,1.152395,1.152395,0.04749,0.66225646,0.15,1.970876,0.40612823,0.51225646,1.56474777,1.56474777,0.51225646,0.66225646,0.15,1.970876,0.40612823,0.51225646,1.56474777,1.56474777,0.51225646,94,3634,1864,-3540
19,1T-Co1Ru1Te4,-1.02862017,111,125,136,118,14,18,18,14,55,72,38,63.5,17,25.5,25.5,17,9,8,6,8.5,1,2.5,2.5,1,5,4,2,4.5,1,2.5,2.5,1,5,14,20,9.5,9,10.5,10.5,9,6.7,8.3,20.5,7.5,1.6,13,13,1.6,7.88101,7.3605,9.00966,7.620755,0.52051,1.388905,1.388905,0.52051,0.66225646,1.05,1.970876,0.85612823,0.38774354,1.11474777,1.11474777,0.38774354,0.66225646,1.05,1.970876,0.85612823,0.38774354,1.11474777,1.11474777,0.38774354,94,1496,795,-1402
20,1T-Co1Ta1S4,-4.18604734,111,146,103,128.5,35,25.5,25.5,35,55,74,19.4,64.5,19,45.1,45.1,19,9,5,6,7,4,1,2,2,5,1,2,3,4,1,2,2,5,21,0,13,16,13,13,16,6.7,10.9,15.5,8.8,4.2,6.7,6.7,4.2,7.88101,7.54957,10.36001,7.71529,0.33144,2.64472,2.64472,0.33144,0.66225646,0.322,2.07710403,0.49212823,0.34025646,1.5849758,1.5849758,0.34025646,0.66225646,0.322,2.07710403,0.49212823,0.34025646,1.5849758,1.5849758,0.34025646,94,2507,1300.5,-2413
21,1T-Co1Ta1Se4,-3.53816517,111,146,116,128.5,35,12.5,17.5,25,55,74,28.9,64.5,19,35.6,35.6,19,9,5,6,7,4,1,2,2,5,1,2,3,4,1,2,2,5,21,10,13,16,3,8,6,6.7,10.9,16.5,8.8,4.2,7.7,7.7,4.2,7.88101,7.54957,9.752392,7.71529,0.33144,2.037102,2.037102,0.33144,0.66225646,0.322,2.02067,0.49212823,0.34025646,1.52854177,1.52854177,0.34025646,0.66225646,0.322,2.02067,0.49212823,0.34025646,1.52854177,1.52854177,0.34025646,94,2507,1300.5,-2413
22,1T-Co1Ta1Te4,-1.94637587,111,146,136,128.5,35,7.5,17.5,15,55,74,38,64.5,19,26.5,26.5,19,9,5,6,7,4,1,2,2,5,1,2,3,4,1,2,2,5,21,20,13,16,7,8,14,6.7,10.9,20.5,8.8,4.2,11.7,11.7,4.2,7.88101,7.54957,9.00966,7.71529,0.33144,1.29437,1.29437,0.33144,0.66225646,0.322,1.970876,0.49212823,0.34025646,1.47874777,1.47874777,0.34025646,0.66225646,0.322,1.970876,0.49212823,0.34025646,1.47874777,1.47874777,0.34025646,94,2507,1300.5,-2413
23,1T-Co1W1S4,-2.7553842,111,137,103,124,26,21,21,26,55,68,19.4,61.5,13,42.1,42.1,13,9,6,6,7.5,3,1.5,1.5,3,5,2,2,3.5,3,1.5,1.5,3,5,22,0,13.5,17,13.5,13.5,17,6.7,9.53,15.5,8.115,2.83,7.385,7.385,2.83,7.88101,7.86403,10.36001,7.87252,0.01698,2.48749,2.48749,0.01698,0.66225646,0.81626,2.07710403,0.73925823,0.15400354,1.3378458,1.3378458,0.15400354,0.66225646,0.81626,2.07710403,0.73925823,0.15400354,1.3378458,1.3378458,0.15400354,94,3209,1651.5,-3115
24,1T-Co1W1Se4,-2.12634085,111,137,116,124,26,8,13,16,55,68,28.9,61.5,13,32.6,32.6,13,9,6,6,7.5,3,1.5,1.5,3,5,2,2,3.5,3,1.5,1.5,3,5,22,10,13.5,17,3.5,8.5,7,6.7,9.53,16.5,8.115,2.83,8.385,8.385,2.83,7.88101,7.86403,9.752392,7.87252,0.01698,1.879872,1.879872,0.01698,0.66225646,0.81626,2.02067,0.73925823,0.15400354,1.28141177,1.28141177,0.15400354,0.66225646,0.81626,2.02067,0.73925823,0.15400354,1.28141177,1.28141177,0.15400354,94,3209,1651.5,-3115
25,1T-Co1Zn1Se4,-0.63178804,111,118,116,114.5,7,1.5,3.5,3,55,38.67,28.9,46.835,16.33,17.935,17.935,16.33,9,12,6,10.5,3,4.5,4.5,3,5,2,2,3.5,3,1.5,1.5,3,5,8,10,6.5,3,3.5,3.5,3,6.7,9.2,16.5,7.95,2.5,8.55,8.55,2.5,7.88101,9.394199,9.752392,8.6376045,1.513189,1.1147875,1.1147875,1.513189,0.66225646,0,2.02067,0.33112823,0.66225646,1.68954177,1.68954177,0.66225646,0.66225646,0,2.02067,0.33112823,0.66225646,1.68954177,1.68954177,0.66225646,94,1146,620,-1052
26,1T-Co1Zn1Te4,-0.50860979,111,118,136,114.5,7,21.5,21.5,7,55,38.67,38,46.835,16.33,8.835,8.835,16.33,9,12,6,10.5,3,4.5,4.5,3,5,2,2,3.5,3,1.5,1.5,3,5,8,20,6.5,3,13.5,13.5,3,6.7,9.2,20.5,7.95,2.5,12.55,12.55,2.5,7.88101,9.394199,9.00966,8.6376045,1.513189,0.3720555,0.7565945,0.744111,0.66225646,0,1.970876,0.33112823,0.66225646,1.63974777,1.63974777,0.66225646,0.66225646,0,1.970876,0.33112823,0.66225646,1.63974777,1.63974777,0.66225646,94,1146,620,-1052
27,1T-Co2S4,-1.20488285,111,111,103,111,0,8,8,0,55,55,19.4,55,0,35.6,35.6,0,9,9,6,9,0,3,3,0,5,5,2,5,0,3,3,0,5,5,0,5,0,5,5,0,6.7,6.7,15.5,6.7,0,8.8,8.8,0,7.88101,7.88101,10.36001,7.88101,0,2.479,2.479,0,0.66225646,0.66225646,2.07710403,0.66225646,0,1.41484757,1.41484757,0,0.66225646,0.66225646,2.07710403,0.66225646,0,1.41484757,1.41484757,0,94,94,94,0
28,1T-Co2Se4,-1.36658419,111,111,116,111,0,5,5,0,55,55,28.9,55,0,26.1,26.1,0,9,9,6,9,0,3,3,0,5,5,2,5,0,3,3,0,5,5,10,5,0,5,5,0,6.7,6.7,16.5,6.7,0,9.8,9.8,0,7.88101,7.88101,9.752392,7.88101,0,1.871382,1.871382,0,0.66225646,0.66225646,2.02067,0.66225646,0,1.35841354,1.35841354,0,0.66225646,0.66225646,2.02067,0.66225646,0,1.35841354,1.35841354,0,94,94,94,0
29,1T-Co2Te4,-1.05656532,111,111,136,111,0,25,25,0,55,55,38,55,0,17,17,0,9,9,6,9,0,3,3,0,5,5,2,5,0,3,3,0,5,5,20,5,0,15,15,0,6.7,6.7,20.5,6.7,0,13.8,13.8,0,7.88101,7.88101,9.00966,7.88101,0,1.12865,1.12865,0,0.66225646,0.66225646,1.970876,0.66225646,0,1.30861954,1.30861954,0,0.66225646,0.66225646,1.970876,0.66225646,0,1.30861954,1.30861954,0,94,94,94,0
30,1T-Cr1Ag1S4,-0.55547209,122,128,103,125,6,22,22,6,83,55,19.4,69,28,49.6,49.6,28,6,11,6,8.5,5,2.5,2.5,5,2,3,2,2.5,1,0.5,0.5,1,2,17,0,9.5,15,9.5,9.5,15,7.23,10.3,15.5,8.765,3.07,6.735,6.735,3.07,6.76651,7.576234,10.36001,7.171372,0.809724,3.188638,3.188638,0.809724,0.666,1.302,2.07710403,0.984,0.636,1.09310403,1.09310403,0.636,0.666,1.302,2.07710403,0.984,0.636,1.09310403,1.09310403,0.636,298,1915,1106.5,-1617
